,Nd(k-1),Alpha(k-1),Fm(k-1),Te(k-1),Tl(k-1),N(k-1),Tgas(k-1),COL(k-1),CO2(k-1),COH(k-1),NOx(k-1),P1mean(k-1),P1max(k-1),P1offset(k-1),P2mean(k-1),P2max(k-1),P2offset(k-1),Nd(k-2),Alpha(k-2),Fm(k-2),Te(k-2),Tl(k-2),N(k-2),Tgas(k-2),COL(k-2),CO2(k-2),COH(k-2),NOx(k-2),P1mean(k-2),P1max(k-2),P1offset(k-2),P2mean(k-2),P2max(k-2),P2offset(k-2),Nd(k-3),Alpha(k-3),Fm(k-3),Te(k-3),Tl(k-3),N(k-3),Tgas(k-3),COL(k-3),CO2(k-3),COH(k-3),NOx(k-3),P1mean(k-3),P1max(k-3),P1offset(k-3),P2mean(k-3),P2max(k-3),P2offset(k-3),Nd(k-4),Alpha(k-4),Fm(k-4),Te(k-4),Tl(k-4),N(k-4),Tgas(k-4),COL(k-4),CO2(k-4),COH(k-4),NOx(k-4),P1mean(k-4),P1max(k-4),P1offset(k-4),P2mean(k-4),P2max(k-4),P2offset(k-4),Nd(k-5),Alpha(k-5),Fm(k-5),Te(k-5),Tl(k-5),N(k-5),Tgas(k-5),COL(k-5),CO2(k-5),COH(k-5),NOx(k-5),P1mean(k-5),P1max(k-5),P1offset(k-5),P2mean(k-5),P2max(k-5),P2offset(k-5),Nd(k-6),Alpha(k-6),Fm(k-6),Te(k-6),Tl(k-6),N(k-6),Tgas(k-6),COL(k-6),CO2(k-6),COH(k-6),NOx(k-6),P1mean(k-6),P1max(k-6),P1offset(k-6),P2mean(k-6),P2max(k-6),P2offset(k-6),Nd(k-7),Alpha(k-7),Fm(k-7),Te(k-7),Tl(k-7),N(k-7),Tgas(k-7),COL(k-7),CO2(k-7),COH(k-7),NOx(k-7),P1mean(k-7),P1max(k-7),P1offset(k-7),P2mean(k-7),P2max(k-7),P2offset(k-7),Nd(k-8),Alpha(k-8),Fm(k-8),Te(k-8),Tl(k-8),N(k-8),Tgas(k-8),COL(k-8),CO2(k-8),COH(k-8),NOx(k-8),P1mean(k-8),P1max(k-8),P1offset(k-8),P2mean(k-8),P2max(k-8),P2offset(k-8),Nd(k-9),Alpha(k-9),Fm(k-9),Te(k-9),Tl(k-9),N(k-9),Tgas(k-9),COL(k-9),CO2(k-9),COH(k-9),NOx(k-9),P1mean(k-9),P1max(k-9),P1offset(k-9),P2mean(k-9),P2max(k-9),P2offset(k-9),Nd(k-10),Alpha(k-10),Fm(k-10),Te(k-10),Tl(k-10),N(k-10),Tgas(k-10),COL(k-10),CO2(k-10),COH(k-10),NOx(k-10),P1mean(k-10),P1max(k-10),P1offset(k-10),P2mean(k-10),P2max(k-10),P2offset(k-10),"NOx(k)
"
268,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,2188.0,37.9,5.71,115.2,100.0,2197.0,377.5,34.81,63760.0,79.66,245.2,9.7459,94.326,-5.7977,9.5205,95.403,-4.7956,1890.0,32.3,4.5,107.6,101.0,1897.0,378.3,34.97,93770.0,73.77,344.1,8.5102,81.204,-5.8725,8.347,82.075,-5.1308,1735.0,26.9,4.35,101.0,101.0,1737.0,378.8,34.67,69720.0,85.15,251.6,7.933,75.226,-6.6972,7.6005,75.149,-5.4804,1700.0,26.4,4.65,102.5,100.0,1705.0,378.7,34.45,62370.0,76.45,244.6,7.3831,71.673,-6.1111,7.2629,71.19,-5.3016,1710.0,28.7,3.21,105.4,100.0,1716.0,377.0,34.37,66370.0,76.43,240.5,7.9594,73.102,-6.7295,7.7131,73.475,-5.6295,1693.0,17.1,5.41,80.2,100.0,1673.0,377.0,34.16,66280.0,75.24,267.5,6.3449,65.543,-6.2291,6.1464,65.176,-5.4122,1629.0,45.1,4.12,122.3,100.0,1657.0,370.2,34.3,58390.0,80.16,217.8,7.9227,76.502,-6.9208,7.7699,75.948,-5.8307,1613.0,18.7,3.49,89.7,100.0,1602.0,368.2,34.2,55460.0,84.78,249.3,6.769,65.341,-6.5042,6.5155,65.267,-5.6235,251.5
269,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,2188.0,37.9,5.71,115.2,100.0,2197.0,377.5,34.81,63760.0,79.66,245.2,9.7459,94.326,-5.7977,9.5205,95.403,-4.7956,1890.0,32.3,4.5,107.6,101.0,1897.0,378.3,34.97,93770.0,73.77,344.1,8.5102,81.204,-5.8725,8.347,82.075,-5.1308,1735.0,26.9,4.35,101.0,101.0,1737.0,378.8,34.67,69720.0,85.15,251.6,7.933,75.226,-6.6972,7.6005,75.149,-5.4804,1700.0,26.4,4.65,102.5,100.0,1705.0,378.7,34.45,62370.0,76.45,244.6,7.3831,71.673,-6.1111,7.2629,71.19,-5.3016,1710.0,28.7,3.21,105.4,100.0,1716.0,377.0,34.37,66370.0,76.43,240.5,7.9594,73.102,-6.7295,7.7131,73.475,-5.6295,1693.0,17.1,5.41,80.2,100.0,1673.0,377.0,34.16,66280.0,75.24,267.5,6.3449,65.543,-6.2291,6.1464,65.176,-5.4122,1629.0,45.1,4.12,122.3,100.0,1657.0,370.2,34.3,58390.0,80.16,217.8,7.9227,76.502,-6.9208,7.7699,75.948,-5.8307,254.3
270,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,2188.0,37.9,5.71,115.2,100.0,2197.0,377.5,34.81,63760.0,79.66,245.2,9.7459,94.326,-5.7977,9.5205,95.403,-4.7956,1890.0,32.3,4.5,107.6,101.0,1897.0,378.3,34.97,93770.0,73.77,344.1,8.5102,81.204,-5.8725,8.347,82.075,-5.1308,1735.0,26.9,4.35,101.0,101.0,1737.0,378.8,34.67,69720.0,85.15,251.6,7.933,75.226,-6.6972,7.6005,75.149,-5.4804,1700.0,26.4,4.65,102.5,100.0,1705.0,378.7,34.45,62370.0,76.45,244.6,7.3831,71.673,-6.1111,7.2629,71.19,-5.3016,1710.0,28.7,3.21,105.4,100.0,1716.0,377.0,34.37,66370.0,76.43,240.5,7.9594,73.102,-6.7295,7.7131,73.475,-5.6295,1693.0,17.1,5.41,80.2,100.0,1673.0,377.0,34.16,66280.0,75.24,267.5,6.3449,65.543,-6.2291,6.1464,65.176,-5.4122,179.6
271,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,2188.0,37.9,5.71,115.2,100.0,2197.0,377.5,34.81,63760.0,79.66,245.2,9.7459,94.326,-5.7977,9.5205,95.403,-4.7956,1890.0,32.3,4.5,107.6,101.0,1897.0,378.3,34.97,93770.0,73.77,344.1,8.5102,81.204,-5.8725,8.347,82.075,-5.1308,1735.0,26.9,4.35,101.0,101.0,1737.0,378.8,34.67,69720.0,85.15,251.6,7.933,75.226,-6.6972,7.6005,75.149,-5.4804,1700.0,26.4,4.65,102.5,100.0,1705.0,378.7,34.45,62370.0,76.45,244.6,7.3831,71.673,-6.1111,7.2629,71.19,-5.3016,1710.0,28.7,3.21,105.4,100.0,1716.0,377.0,34.37,66370.0,76.43,240.5,7.9594,73.102,-6.7295,7.7131,73.475,-5.6295,301.6
272,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,2188.0,37.9,5.71,115.2,100.0,2197.0,377.5,34.81,63760.0,79.66,245.2,9.7459,94.326,-5.7977,9.5205,95.403,-4.7956,1890.0,32.3,4.5,107.6,101.0,1897.0,378.3,34.97,93770.0,73.77,344.1,8.5102,81.204,-5.8725,8.347,82.075,-5.1308,1735.0,26.9,4.35,101.0,101.0,1737.0,378.8,34.67,69720.0,85.15,251.6,7.933,75.226,-6.6972,7.6005,75.149,-5.4804,1700.0,26.4,4.65,102.5,100.0,1705.0,378.7,34.45,62370.0,76.45,244.6,7.3831,71.673,-6.1111,7.2629,71.19,-5.3016,282.7
273,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,2188.0,37.9,5.71,115.2,100.0,2197.0,377.5,34.81,63760.0,79.66,245.2,9.7459,94.326,-5.7977,9.5205,95.403,-4.7956,1890.0,32.3,4.5,107.6,101.0,1897.0,378.3,34.97,93770.0,73.77,344.1,8.5102,81.204,-5.8725,8.347,82.075,-5.1308,1735.0,26.9,4.35,101.0,101.0,1737.0,378.8,34.67,69720.0,85.15,251.6,7.933,75.226,-6.6972,7.6005,75.149,-5.4804,207.1
274,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,2188.0,37.9,5.71,115.2,100.0,2197.0,377.5,34.81,63760.0,79.66,245.2,9.7459,94.326,-5.7977,9.5205,95.403,-4.7956,1890.0,32.3,4.5,107.6,101.0,1897.0,378.3,34.97,93770.0,73.77,344.1,8.5102,81.204,-5.8725,8.347,82.075,-5.1308,323.5
275,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,2188.0,37.9,5.71,115.2,100.0,2197.0,377.5,34.81,63760.0,79.66,245.2,9.7459,94.326,-5.7977,9.5205,95.403,-4.7956,312.4
276,2023.0,33.3,4.73,103.9,100.0,2028.0,374.6,35.24,83300.0,75.25,312.4,8.2639,78.859,-5.8401,8.0266,79.7,-5.0377,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,1342.0,34.1,2.66,120.5,100.0,1373.0,371.7,34.58,74060.0,77.8,275.1,7.7223,67.342,-6.2724,7.437,66.397,-5.3652,301.9
277,2130.0,33.5,5.45,106.3,100.0,2132.0,373.3,34.81,80820.0,79.57,301.9,8.5358,83.472,-6.1654,8.264,83.569,-5.0752,2023.0,33.3,4.73,103.9,100.0,2028.0,374.6,35.24,83300.0,75.25,312.4,8.2639,78.859,-5.8401,8.0266,79.7,-5.0377,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,1821.0,32.0,2.66,113.5,100.0,1832.0,369.3,34.69,68540.0,74.55,253.3,8.5017,80.803,-6.174,8.3486,81.25,-5.2689,269.2
278,2295.0,33.7,5.75,105.0,100.0,2301.0,371.6,34.88,69380.0,76.74,269.2,9.1865,89.263,-5.4342,8.9326,89.931,-4.6445,2130.0,33.5,5.45,106.3,100.0,2132.0,373.3,34.81,80820.0,79.57,301.9,8.5358,83.472,-6.1654,8.264,83.569,-5.0752,2023.0,33.3,4.73,103.9,100.0,2028.0,374.6,35.24,83300.0,75.25,312.4,8.2639,78.859,-5.8401,8.0266,79.7,-5.0377,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,1813.0,23.3,5.12,94.1,100.0,1804.0,370.1,34.51,67630.0,78.47,251.5,7.076,69.487,-6.3137,6.8838,69.054,-5.4172,225.5
279,1901.0,36.2,4.49,109.5,100.0,1907.0,367.9,34.56,62210.0,81.37,225.5,8.0424,71.487,-6.5248,7.6779,72.076,-5.3387,2295.0,33.7,5.75,105.0,100.0,2301.0,371.6,34.88,69380.0,76.74,269.2,9.1865,89.263,-5.4342,8.9326,89.931,-4.6445,2130.0,33.5,5.45,106.3,100.0,2132.0,373.3,34.81,80820.0,79.57,301.9,8.5358,83.472,-6.1654,8.264,83.569,-5.0752,2023.0,33.3,4.73,103.9,100.0,2028.0,374.6,35.24,83300.0,75.25,312.4,8.2639,78.859,-5.8401,8.0266,79.7,-5.0377,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,1167.0,11.1,4.6,93.2,99.0,1154.0,368.0,34.36,68300.0,86.79,254.3,6.5049,61.896,-6.5261,6.7223,61.931,-5.727,233.2
280,2040.0,26.8,5.61,96.5,100.0,2037.0,366.5,34.38,59350.0,73.77,233.2,7.7224,76.117,-5.8956,7.3499,75.443,-5.0218,1901.0,36.2,4.49,109.5,100.0,1907.0,367.9,34.56,62210.0,81.37,225.5,8.0424,71.487,-6.5248,7.6779,72.076,-5.3387,2295.0,33.7,5.75,105.0,100.0,2301.0,371.6,34.88,69380.0,76.74,269.2,9.1865,89.263,-5.4342,8.9326,89.931,-4.6445,2130.0,33.5,5.45,106.3,100.0,2132.0,373.3,34.81,80820.0,79.57,301.9,8.5358,83.472,-6.1654,8.264,83.569,-5.0752,2023.0,33.3,4.73,103.9,100.0,2028.0,374.6,35.24,83300.0,75.25,312.4,8.2639,78.859,-5.8401,8.0266,79.7,-5.0377,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,1836.0,21.6,2.44,94.1,100.0,1836.0,368.6,34.33,51540.0,86.13,179.6,8.4515,78.526,-6.6453,8.0924,78.222,-5.704,243.2
281,1445.0,13.2,5.61,86.0,100.0,1424.0,365.4,34.27,63550.0,85.81,243.2,6.1653,64.75,-6.6148,6.0954,64.123,-5.6677,2040.0,26.8,5.61,96.5,100.0,2037.0,366.5,34.38,59350.0,73.77,233.2,7.7224,76.117,-5.8956,7.3499,75.443,-5.0218,1901.0,36.2,4.49,109.5,100.0,1907.0,367.9,34.56,62210.0,81.37,225.5,8.0424,71.487,-6.5248,7.6779,72.076,-5.3387,2295.0,33.7,5.75,105.0,100.0,2301.0,371.6,34.88,69380.0,76.74,269.2,9.1865,89.263,-5.4342,8.9326,89.931,-4.6445,2130.0,33.5,5.45,106.3,100.0,2132.0,373.3,34.81,80820.0,79.57,301.9,8.5358,83.472,-6.1654,8.264,83.569,-5.0752,2023.0,33.3,4.73,103.9,100.0,2028.0,374.6,35.24,83300.0,75.25,312.4,8.2639,78.859,-5.8401,8.0266,79.7,-5.0377,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,1805.0,38.6,5.94,119.8,100.0,1822.0,373.0,33.77,61140.0,75.63,301.6,7.9651,70.43,-6.2878,7.8243,70.387,-5.4364,230.3
282,1634.0,31.3,3.76,113.7,100.0,1644.0,362.9,34.35,62010.0,83.87,230.3,8.0554,71.695,-6.3523,7.8273,72.188,-5.4649,1445.0,13.2,5.61,86.0,100.0,1424.0,365.4,34.27,63550.0,85.81,243.2,6.1653,64.75,-6.6148,6.0954,64.123,-5.6677,2040.0,26.8,5.61,96.5,100.0,2037.0,366.5,34.38,59350.0,73.77,233.2,7.7224,76.117,-5.8956,7.3499,75.443,-5.0218,1901.0,36.2,4.49,109.5,100.0,1907.0,367.9,34.56,62210.0,81.37,225.5,8.0424,71.487,-6.5248,7.6779,72.076,-5.3387,2295.0,33.7,5.75,105.0,100.0,2301.0,371.6,34.88,69380.0,76.74,269.2,9.1865,89.263,-5.4342,8.9326,89.931,-4.6445,2130.0,33.5,5.45,106.3,100.0,2132.0,373.3,34.81,80820.0,79.57,301.9,8.5358,83.472,-6.1654,8.264,83.569,-5.0752,2023.0,33.3,4.73,103.9,100.0,2028.0,374.6,35.24,83300.0,75.25,312.4,8.2639,78.859,-5.8401,8.0266,79.7,-5.0377,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,2018.0,27.9,4.92,98.9,100.0,2017.0,377.3,34.6,73910.0,74.19,282.7,7.1808,70.899,-6.2992,7.0601,70.84,-5.4068,195.2
283,2062.0,35.7,4.47,110.0,100.0,2073.0,366.9,34.44,53890.0,85.32,195.2,9.5734,92.849,-6.0251,9.3365,93.446,-5.0745,1634.0,31.3,3.76,113.7,100.0,1644.0,362.9,34.35,62010.0,83.87,230.3,8.0554,71.695,-6.3523,7.8273,72.188,-5.4649,1445.0,13.2,5.61,86.0,100.0,1424.0,365.4,34.27,63550.0,85.81,243.2,6.1653,64.75,-6.6148,6.0954,64.123,-5.6677,2040.0,26.8,5.61,96.5,100.0,2037.0,366.5,34.38,59350.0,73.77,233.2,7.7224,76.117,-5.8956,7.3499,75.443,-5.0218,1901.0,36.2,4.49,109.5,100.0,1907.0,367.9,34.56,62210.0,81.37,225.5,8.0424,71.487,-6.5248,7.6779,72.076,-5.3387,2295.0,33.7,5.75,105.0,100.0,2301.0,371.6,34.88,69380.0,76.74,269.2,9.1865,89.263,-5.4342,8.9326,89.931,-4.6445,2130.0,33.5,5.45,106.3,100.0,2132.0,373.3,34.81,80820.0,79.57,301.9,8.5358,83.472,-6.1654,8.264,83.569,-5.0752,2023.0,33.3,4.73,103.9,100.0,2028.0,374.6,35.24,83300.0,75.25,312.4,8.2639,78.859,-5.8401,8.0266,79.7,-5.0377,2000.0,29.5,5.82,104.2,100.0,1998.0,377.2,34.35,68350.0,85.56,323.5,7.638,74.604,-6.2681,7.5558,75.224,-5.3191,2173.0,36.2,5.03,107.1,100.0,2180.0,378.8,34.66,55820.0,82.23,207.1,9.534,90.854,-5.7785,9.1583,91.081,-4.7654,241.7
